smiles,scaffold,logP,tPSA,QED
Cc1noc(Nc2ccc(N)cc2Br)c1N,c1ccc(Nc2ccno2)cc1,2.65352,90.1,0.737012947
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(C#N)c2)c1C,O=C(Nc1ccccc1)c1ccc[nH]1,2.93222,94.98,0.848618081
Cc1ccc(OC(=O)CCC(=O)Nc2ccc(C(N)=O)cc2)cc1,O=C(CCC(=O)Oc1ccccc1)Nc1ccccc1,2.41822,98.49,0.62885472
Cc1cc(C)n(-c2ccc(C(=O)Nc3ccccc3C#N)nn2)n1,O=C(Nc1ccccc1)c1ccc(-n2cccn2)nn1,2.40312,96.49,0.7995684
Cc1cc(NC(=O)c2ccc(NC(N)=O)cc2)sn1,O=C(Nc1ccns1)c1ccccc1,2.19442,97.11,0.801160394
N#Cc1ccccc1Nc1ncc(N)cc1N,c1ccc(Nc2ccccn2)cc1,1.86128,100.75,0.723747545
COc1ccc(NC(=O)c2ccc(NC(N)=O)cc2)c(OC)c1,O=C(Nc1ccccc1)c1ccccc1,2.4467,102.68,0.788169838
COC(=O)Nc1ncccc1NC(=O)Nc1ccccc1,O=C(Nc1ccccc1)Nc1cccnc1,2.9039,92.35,0.808481741
N#Cc1ccccc1NC(=O)CSc1nnc(NC2CC2)s1,O=C(CSc1nnc(NC2CC2)s1)Nc1ccccc1,2.71488,90.7,0.790997922
CC(NC(=O)c1ccoc1)C(=O)Nc1cccnc1OC(C)(C)C,O=C(CNC(=O)c1ccoc1)Nc1cccnc1,2.6089,93.46,0.878193136
CCOC(=O)c1c[nH]c(C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)c1,O=C(Nc1ccccc1)c1ccc[nH]1,2.15562,105.33,0.803993381
CC(C)NC(=O)Nc1ccc(NC(=O)c2ccno2)cc1,O=C(Nc1ccccc1)c1ccno1,2.4568,96.26,0.804743315
Cc1ccc(NC(=O)c2snc(C#N)c2N)cc1C,O=C(Nc1ccccc1)c1ccns1,2.46612,91.8,0.877984222
CCOc1ccc(NC(=O)c2nccnc2SCC#N)cc1OC,O=C(Nc1ccccc1)c1cnccn1,2.75188,97.13,0.771256872
Cc1noc(C)c1NC(=O)CCc1nc(-c2ccccc2)no1,O=C(CCc1nc(-c2ccccc2)no1)Nc1cnoc1,2.91274,94.05,0.778140886
CCOC(=O)c1ccc(NC(=O)COc2cc(C#N)ccn2)cc1C,O=C(COc1ccccn1)Nc1ccccc1,2.4559,101.31,0.811280768
N#Cc1cnc(NC(=O)Nc2ccccc2O)s1,O=C(Nc1ccccc1)Nc1nccs1,2.36438,98.04,0.721720707
O=C(COC(=O)C1CCCCC1)Nc1ccc2oc(=O)[nH]c2c1,O=C(COC(=O)C1CCCCC1)Nc1ccc2oc(=O)[nH]c2c1,2.1831,101.4,0.841381881
COc1ccc(Cl)c(C(=O)Nc2ncc(N)cc2N)c1,O=C(Nc1ccccn1)c1ccccc1,2.1603,103.26,0.804083884
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2cc(C)on2)c1C,O=C(Nc1ccon1)c1ccc[nH]1,2.35696,97.22,0.842663027
Cc1cc(C(=O)OCC(=O)Nc2sccc2C(N)=O)c(C)s1,O=C(COC(=O)c1ccsc1)Nc1cccs1,2.32084,98.49,0.81738352
CCc1noc(CC)c1CNC(=O)Nc1ccccc1C(=O)NC,O=C(NCc1cnoc1)Nc1ccccc1,2.4807,96.26,0.757900085
Cc1noc(C)c1C(C)NC(=O)COc1ccccc1OCC#N,O=C(COc1ccccc1)NCc1cnoc1,2.45002,97.38,0.837710489
CC(C)(C)NC(=O)Nc1cccc(-c2nnc(N)o2)c1,c1ccc(-c2nnco2)cc1,2.2388,106.07,0.778895915
CCCCC(NC(=O)c1conc1N)c1ccc(OC)cc1,O=C(NCc1ccccc1)c1cnoc1,2.9267,90.38,0.820385099
Cc1cc(NC(=O)c2cn(C)nc2-c2noc(C(C)C)n2)n(C)c1,O=C(Nc1ccc[nH]1)c1c[nH]nc1-c1ncon1,2.49272,90.77,0.794327641
CC(C)(C)OC(=O)NCC(=O)NCc1csc(-c2ccco2)n1,c1coc(-c2nccs2)c1,2.544,93.46,0.874331213
COC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C#N)cc2)c1C,O=C(Nc1ccccc1)c1ccc[nH]1,2.54212,94.98,0.850979127
Cc1cc(NC(=O)c2coc(-c3ccco3)n2)no1,O=C(Nc1ccon1)c1coc(-c2ccco2)n1,2.48332,94.3,0.775966418
CC(=O)Nc1nonc1-c1nc2ccccc2o1,c1ccc2oc(-c3cnon3)nc2c1,1.8362,94.05,0.738599671
COc1ccc(NC(C)=O)cc1NC(=O)c1cc(C(C)C)[nH]n1,O=C(Nc1ccccc1)c1cc[nH]n1,2.7524,96.11,0.789963668
COc1ccccc1-c1nc(-c2ccc(C#N)cn2)no1,c1ccc(-c2nc(-c3ccccn3)no2)cc1,2.67888,84.83,0.731836796
CC(C)(C)OC(=O)NCc1cc(NC(=O)C2CCC2)[nH]n1,O=C(Nc1ccn[nH]1)C1CCC1,2.173,96.11,0.792598755
N#Cc1cccc(Nc2ncc(N)cc2N)c1Cl,c1ccc(Nc2ccccn2)cc1,2.51468,100.75,0.769236124
CS(=O)(=O)Nc1cccc(C(=O)Nc2ccc(C#N)cc2)c1F,O=C(Nc1ccccc1)c1ccccc1,2.32118,99.06,0.89666763
N#Cc1ccc(S(=O)(=O)Oc2ccccc2C#N)c(Cl)c1,O=S(=O)(Oc1ccccc1)c1ccccc1,2.85106,90.95,0.811402426
COC(=O)c1ccc(NC(=O)CCC(=O)Nc2cccnc2)cc1C,O=C(CCC(=O)Nc1cccnc1)Nc1ccccc1,2.53402,97.39,0.78701181
CC(C)(C)c1nnc(NC(=O)c2ccc(-c3ncon3)cc2)s1,O=C(Nc1nncs1)c1ccc(-c2ncon2)cc1,3.1379,93.8,0.793107209
Nc1nccnc1C(=O)Nc1cc(Cl)cc(Cl)c1O,O=C(Nc1ccccc1)c1cnccn1,2.3235,101.13,0.738682957
CCOC(=O)c1sc(NC(=O)c2ccc(C(C)=O)cc2)cc1N,O=C(Nc1cccs1)c1ccccc1,2.9619,98.49,0.647686725
Cc1ccc(C(=O)Nc2cccc(CS(N)(=O)=O)c2Cl)o1,O=C(Nc1ccccc1)c1ccco1,2.28222,102.4,0.898209986
COc1ccc(NC(=O)COc2ccc(C(N)=O)cc2Cl)cc1OC,O=C(COc1ccccc1)Nc1ccccc1,2.4736,99.88,0.785720479
COc1ccc(NC(=O)CSc2n[nH]cc2CC#N)cc1Cl,O=C(CSc1cc[nH]n1)Nc1ccccc1,2.86858,90.8,0.791396209
COc1ccc(NC(C)=O)cc1NC(=O)c1ccc2nonc2c1,O=C(Nc1ccccc1)c1ccc2nonc2c1,2.4421,106.35,0.762464252
COC(=O)c1c(C)[nH]c(C(=O)Nc2nnc(CC(C)C)s2)c1C,O=C(Nc1nncs1)c1ccc[nH]1,2.72044,96.97,0.818329152
CCOC(=O)c1cnoc1NC(=O)Nc1ccccc1F,O=C(Nc1ccccc1)Nc1ccno1,2.6344,93.46,0.84509688
CCOC(=O)c1ccc(Nc2ncccc2C(N)=O)cc1Cl,c1ccc(Nc2ccccn2)cc1,2.7542,94.31,0.826284702
CC(=O)Nc1ccc(NC(=O)c2csc(NC(C)=O)n2)cc1,O=C(Nc1ccccc1)c1cscn1,2.3122,100.19,0.805018851
COCc1nnc(NC(=O)Nc2ccc(O)c(Cl)c2)s1,O=C(Nc1ccccc1)Nc1nncs1,2.6875,96.37,0.753915988
COc1ccc(NC(=O)c2occ(C#N)c2N)cc1C,O=C(Nc1ccccc1)c1ccco1,2.3028,101.28,0.891414983
CC(C)CC(=O)Nc1ccc(NC(=O)c2cc(N)ccn2)cc1,O=C(Nc1ccccc1)c1ccccn1,2.9007,97.11,0.790438015
COc1ccc(NC(=O)c2cc(C3CC3)nc3onc(C)c23)nn1,O=C(Nc1cccnn1)c1cc(C2CC2)nc2oncc12,2.45952,103.03,0.785475308
COc1ccc(C(=O)Nc2cc(N)ccc2C#N)o1,O=C(Nc1ccccc1)c1ccco1,1.99438,101.28,0.818590301
CC(=O)c1c(C)[nH]c(C(=O)C(C)Oc2ccccc2C(N)=O)c1C,O=C(COc1ccccc1)c1ccc[nH]1,2.58324,102.25,0.795507257
NC(=O)NCCC(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,c1ccc(Oc2ccccc2)cc1,2.6149,93.45,0.764219585
CC(OC(=O)c1cocn1)C(=O)Nc1ccccc1OC(F)(F)F,O=C(COC(=O)c1cocn1)Nc1ccccc1,2.7572,90.66,0.838953461
CC(=O)Nc1ccccc1OC(C)C(=O)Nc1ccccc1N,O=C(COc1ccccc1)Nc1ccccc1,2.6332,93.45,0.739710017
CC1CCC(NC(=O)Nc2ccc(-c3n[nH]c(=O)[nH]3)cc2)CC1,O=C(Nc1ccc(-c2n[nH]c(=O)[nH]2)cc1)NC1CCCCC1,2.4652,102.67,0.699279846
CCCCn1c(-c2ccc(OC)c(N)c2)nc2c1c(=O)[nH]n2C(C)C,O=c1[nH][nH]c2nc(-c3ccccc3)[nH]c12,3.1649,90.86,0.672639388
CCc1noc(C)c1NC(=O)c1ccc2c(=O)c(O)coc2c1,O=C(Nc1cnoc1)c1ccc2c(=O)ccoc2c1,2.60972,105.57,0.769487949
CC(C)CNC(=O)c1ccc(NC(=O)C2CCCN2C(=O)c2ccco2)o1,O=C(Nc1ccco1)C1CCCN1C(=O)c1ccco1,2.5017,104.79,0.809405299
COc1ccc(NC(=O)c2onc(-c3ccco3)c2N)cc1,O=C(Nc1ccccc1)c1cc(-c2ccco2)no1,2.7777,103.52,0.767358623
CCOC(=O)C(C#N)c1nc2cc(N)ccc2nc1SCC,c1ccc2nccnc2c1,2.49428,101.89,0.513329122
CC(C)COC(=O)NCCC(=O)Nc1nc2ccccc2o1,c1ccc2ocnc2c1,2.5386,93.46,0.855057389
N#Cc1ccc(SCC(=O)Nc2cccc(C(N)=O)c2)cc1Cl,O=C(CSc1ccccc1)Nc1ccccc1,3.04138,95.98,0.813853632
Cc1ccc(-c2ncco2)cc1NC(=O)C(C)NC(=O)NC1CC1,O=C(CNC(=O)NC1CC1)Nc1cccc(-c2ncco2)c1,2.43862,96.26,0.785204221
Cc1nonc1NC(=O)c1csc(-c2ccccc2C#N)n1,O=C(Nc1cnon1)c1csc(-c2ccccc2)n1,2.6255,104.7,0.796839323
Cc1[nH]nc(C(=O)Nc2nc(C(C)C)c(C)s2)c1N,O=C(Nc1nccs1)c1cc[nH]n1,2.44094,96.69,0.803521098
NS(=O)(=O)Nc1ccc(NC(=O)c2cccs2)cc1,O=C(Nc1ccccc1)c1cccs1,1.6158,101.29,0.798749761
Cc1nc(C)c(SCC(=O)Nc2cccc(C#N)c2)c(N)n1,O=C(CSc1cncnc1)Nc1ccccc1,2.27812,104.69,0.83900239
CCOc1ccc(NC(=O)Nc2ccon2)cc1N,O=C(Nc1ccccc1)Nc1ccon1,2.2995,102.41,0.73349453
N#Cc1cc(N)ccc1OCC(=O)Nc1ccccc1Cl,O=C(COc1ccccc1)Nc1ccccc1,2.81138,88.14,0.849928786
CCC(=O)Nc1ccc(C(=O)Nc2ccccc2C#N)cn1,O=C(Nc1ccccc1)c1cccnc1,2.55408,94.88,0.905497492
CCOC(=O)c1sc(NC(=O)c2ccc(C#N)cc2)nc1C,O=C(Nc1nccs1)c1ccccc1,2.7522,92.08,0.875790092
CCOC(=O)c1noc(Nc2ccc(C#N)cc2)n1,c1ccc(Nc2ncno2)cc1,1.86158,101.04,0.8348168
Cc1nsc(NC(=O)Nc2ccc(Cl)cc2C(N)=O)n1,O=C(Nc1ccccc1)Nc1ncns1,2.24282,110,0.806908152
Cc1ocnc1C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,O=C(Nc1nccs1)c1ccc(NC(=O)c2cocn2)cc1,2.94412,97.12,0.767213991
COc1cc(C#N)ccc1OS(=O)(=O)c1ccc(C#N)cc1C,O=S(=O)(Oc1ccccc1)c1ccccc1,2.51468,100.18,0.799421157
Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1N,O=S(=O)(Nc1ccccc1)c1ccccc1,1.6518,98.21,0.733185288
CC(=O)Nc1cccc(NC(=O)N2CCC(c3ccn[nH]3)CC2)c1,O=C(Nc1ccccc1)N1CCC(c2ccn[nH]2)CC1,2.7796,90.12,0.809449507
CCOC(=O)c1ccc(C)cc1NC(=O)COc1ccc(N)cn1,O=C(COc1ccccn1)Nc1ccccc1,2.16642,103.54,0.787229821
CC(=O)c1cc(Cl)ccc1OCC(=O)Nc1ccc(C(N)=O)cc1,O=C(COc1ccccc1)Nc1ccccc1,2.659,98.49,0.785348243
CCOC(=O)c1sc(NC(=O)COc2ccccc2)c(N)c1C,O=C(COc1ccccc1)Nc1cccs1,2.83292,90.65,0.792804142
O=C(CCc1ncno1)Nc1ccc(OC2CCCC2)o1,O=C(CCc1ncno1)Nc1ccc(OC2CCCC2)o1,2.5553,90.39,0.879177992
Cc1cc(C)c(O)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1,O=C(Nc1ccccc1)c1ccccc1,2.49934,92.42,0.812975355
Cc1ccc(S(N)(=O)=O)cc1NC(=O)Nc1cccs1,O=C(Nc1ccccc1)Nc1cccs1,2.34792,101.29,0.810522955
Cc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)c(O)c1,O=C(Nc1ccc(-c2nnco2)cc1)c1ccccc1,3.00292,88.25,0.77509262
N#CCSc1nsc(NC(=O)c2ccoc2)c1N,O=C(Nc1ccns1)c1ccoc1,2.18628,104.94,0.831566944
COC(=O)c1ccc(NC(=O)c2csc(CCC#N)n2)cc1,O=C(Nc1ccccc1)c1cscn1,2.63818,92.08,0.856271224
CCCNc1ncnc(Oc2ccccc2OC)c1C(N)=O,c1ccc(Oc2ccncn2)cc1,2.1983,99.36,0.813054636
Cc1noc(C)c1NC(=O)NCCC(=O)Nc1ccccc1,O=C(CCNC(=O)Nc1cnoc1)Nc1ccccc1,2.44174,96.26,0.790023874
Cc1noc(NC(=O)c2cnc(-c3ccco3)s2)n1,O=C(Nc1ncno1)c1cnc(-c2ccco2)s1,2.34682,94.05,0.788654241
COc1ccccc1NC(=O)c1coc(NC(=O)c2ccccn2)c1,O=C(Nc1ccccc1)c1coc(NC(=O)c2ccccn2)c1,3.1878,93.46,0.745601477
Cc1noc(C)c1NC(=O)CSc1nocc1Br,O=C(CSc1ccon1)Nc1cnoc1,2.77274,81.16,0.867310052
COC(=O)c1n[nH]c(C)c1NC(=O)Nc1ccc2c(c1)CCC2,O=C(Nc1cn[nH]c1)Nc1ccc2c(c1)CCC2,2.63742,96.11,0.758796642
COc1ccc(NC(=O)c2cnc(C3CC3)nc2N)cc1OC,O=C(Nc1ccccc1)c1cnc(C2CC2)nc1,2.2057,99.36,0.877459445
CCCCc1noc(CN2CCCC(c3cc(C(N)=O)ccn3)C2)n1,c1ccc(C2CCCN(Cc3ncno3)C2)nc1,2.2857,98.14,0.828009514
CCOc1ccc(C(=O)Nc2ccccc2C(N)=O)cc1O,O=C(Nc1ccccc1)c1ccccc1,2.1421,101.65,0.78692291
NC(=O)Nc1ccc(NC(=O)c2ccncc2Cl)cc1,O=C(Nc1ccccc1)c1ccncc1,2.4779,97.11,0.809753342
N#CCCNC(=O)Nc1ccc(Sc2nccs2)nc1,c1ccc(Sc2nccs2)nc1,2.72448,90.7,0.828813653
CCOC(=O)c1cc(C#N)c(SCC(=O)Nc2ccccc2)[nH]1,O=C(CSc1ccc[nH]1)Nc1ccccc1,2.79388,94.98,0.62748016
COc1ccc(Cc2noc(-c3cc(N)ccc3O)n2)cc1,c1ccc(Cc2noc(-c3ccccc3)n2)cc1,2.6238,94.4,0.567593628
CCc1noc(NC(=O)c2ccc(NC(=O)C(C)C)cc2)n1,O=C(Nc1ncno1)c1ccccc1,2.4788,97.12,0.883960929
Cc1cc(-c2ncco2)ccc1C(=O)Nc1ccc(C#N)cn1,O=C(Nc1ccccn1)c1ccc(-c2ncco2)cc1,3.169,91.81,0.802001566
COc1ccccc1C(CC(=O)Nc1cc(C(N)=O)ccc1C)OC,O=C(CCc1ccccc1)Nc1ccccc1,2.81882,90.65,0.809338644
CCOC(=O)Nc1ccccc1NCc1noc(C)n1,c1ccc(NCc2ncon2)cc1,2.55852,89.28,0.871959118
CCOC(=O)c1noc(CCC(=O)Nc2ccc(Cl)cc2)n1,O=C(CCc1ncno1)Nc1ccccc1,2.471,94.32,0.820555017
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1C,O=C(CSc1ncccn1)Nc1ccccc1,2.27812,104.69,0.662499201
COc1ccc(CNC(=O)Nc2ccccc2C#N)cc1N,O=C(NCc1ccccc1)Nc1ccccc1,2.47078,100.17,0.754393518
Cc1ccc(NC(=O)Nc2nnc(C3CC3)s2)nc1N,O=C(Nc1ccccn1)Nc1nnc(C2CC2)s1,2.34512,105.82,0.804163855
COc1ccc(NC(=O)CNC(=O)c2c(C)noc2C)c(Cl)c1OC,O=C(CNC(=O)c1cnoc1)Nc1ccccc1,2.33054,102.69,0.811862761
COc1ccc(C)cc1NC(=O)CSc1nnc(N)n1C(C)C,O=C(CSc1nnc[nH]1)Nc1ccccc1,2.48902,95.06,0.787601943
NC(=O)Nc1ccccc1NCc1nocc1Cl,c1ccc(NCc2ccon2)cc1,2.4307,93.18,0.792195069
CC(=O)Nc1nnc(-c2ccc(NC(=O)C(C)C)o2)s1,c1coc(-c2nncs2)c1,2.351,97.12,0.901728798
CCCCc1noc(CSc2ncc(C#N)c(N)c2C)n1,c1ccc(SCc2ncno2)nc1,2.8618,101.62,0.818399403
Cc1cc(C(=O)Nc2ccc(Cl)c(C(=O)NC(C)C)n2)no1,O=C(Nc1ccccn1)c1ccon1,2.42192,97.12,0.900581364
CCOc1ccc(NC(=O)c2ccc(CNC(N)=O)cc2)c(C)c1,O=C(Nc1ccccc1)c1ccccc1,2.81432,93.45,0.761321379
CCCCNC(=O)Nc1nnc(-c2ccco2)o1,c1coc(-c2nnco2)c1,2.2512,93.19,0.793632151
Nc1nonc1NC(=O)c1ccc2cncc(Br)c2c1,O=C(Nc1cnon1)c1ccc2cnccc2c1,2.2148,106.93,0.74403524
Nc1cccnc1-c1c(N)noc1C1CCCC1,c1ccc(-c2cnoc2C2CCCC2)nc1,2.5586,90.96,0.846671301
COC(=O)c1c(NC(=O)NCc2ncccc2C)sc(C)c1CO,O=C(NCc1ccccn1)Nc1cccs1,2.36054,100.55,0.71958929
COc1ccccc1C(=O)Nc1ncc(C#N)cc1N,O=C(Nc1ccccn1)c1ccccc1,1.79638,101.03,0.883345438
CC(C)(C)c1nc(CNC(=O)NCC(=O)Nc2ccco2)cs1,O=C(CNC(=O)NCc1cscn1)Nc1ccco1,2.4715,96.26,0.781284969
Cn1nccc1C(=O)Nc1nnc(-c2ccccc2Cl)cc1N,O=C(Nc1ccc(-c2ccccc2)nn1)c1ccn[nH]1,2.365,98.72,0.768634953
CCC(C)Nc1ncnc(Oc2ccc(C)cc2OC)c1N,c1ccc(Oc2ccncn2)cc1,3.37852,82.29,0.850931919
CCOC(=O)c1c(NC(=O)N(CC)CCC#N)sc(C)c1C#N,c1ccsc1,2.87238,106.22,0.805048168
Cc1ccc(NC(=O)Nc2ccccc2C(N)=O)o1,O=C(Nc1ccccc1)Nc1ccco1,2.33092,97.36,0.788544439
Cc1ccc(OCC(=O)Nc2cc(NC(N)=O)ccc2C)cc1,O=C(COc1ccccc1)Nc1ccccc1,2.81154,93.45,0.792014951
CCCCOc1ccccc1NC(=O)c1cc(N)nnc1OC,O=C(Nc1ccccc1)c1ccnnc1,2.4986,99.36,0.761361684
N#Cc1cnc(NC(=O)c2cccc(C#N)c2O)s1,O=C(Nc1nccs1)c1ccccc1,1.84436,109.8,0.864728921
N#Cc1ccc2c(c1)oc(=O)n2CC(=O)Nc1ccccc1Cl,O=C(Cn1c(=O)oc2ccccc21)Nc1ccccc1,2.75828,88.03,0.800773731
CC(=O)c1ccc(NC(=O)Nc2c[nH]cc(Br)c2=O)cc1,O=C(Nc1ccccc1)Nc1c[nH]ccc1=O,2.984,91.06,0.743505922
CCCNc1ncnc(Nc2ncc(C)cc2C#N)c1N,c1ccc(Nc2ccncn2)nc1,2.1994,112.54,0.770481512
CCCNc1ncnc(Oc2ccc(OCC)cc2)c1N,c1ccc(Oc2ccncn2)cc1,3.0717,82.29,0.814431773
Cc1cc(C(=O)Nc2nc(C)c(-c3noc(C)n3)s2)n(C)n1,O=C(Nc1ncc(-c2ncon2)s1)c1ccn[nH]1,2.10416,98.73,0.793753059
Cc1cc(NC(=O)Nc2n[nH]cc2Br)no1,O=C(Nc1cc[nH]n1)Nc1ccon1,2.11262,95.84,0.787378651
COc1cc(C(C)=O)ccc1OCC(=O)Nc1ccccc1C#N,O=C(COc1ccccc1)Nc1ccccc1,2.78698,88.42,0.825436819
COC(=O)c1cc(NC(=O)c2cc(Cl)ccc2O)cc(OC)n1,O=C(Nc1ccncc1)c1ccccc1,2.4881,97.75,0.832353595
Cc1occc1-c1nnc(SCC(=O)NC(C)CC#N)o1,c1cc(-c2nnco2)co1,2.1485,104.95,0.814957218
CCOC(=O)Nc1noc2ncnc(NC(C)CC)c12,c1ncc2cnoc2n1,2.3966,102.17,0.865740534
Nc1ncc(-c2nnc(-c3cc(Br)cs3)o2)nn1,c1csc(-c2nnc(-c3cncnn3)o2)c1,1.9948,103.61,0.768136659
COc1ccc(NC(=O)Nc2ccccc2C(N)=O)cc1OC,O=C(Nc1ccccc1)Nc1ccccc1,2.4467,102.68,0.788169838
CC(C)(C)n1nc(CSc2n[nH]c(N)n2)nc1C1CCC1,c1nc(SCc2n[nH]c(C3CCC3)n2)n[nH]1,2.2932,98.3,0.840933298
NC(=O)c1coc(C(=O)Nc2cc(Cl)ccc2Cl)c1O,O=C(Nc1ccccc1)c1ccco1,2.6432,105.56,0.809242311
CC(=O)NC(C)C(=O)Nc1ccc(NC(=O)c2ccco2)cc1C,O=C(Nc1ccccc1)c1ccco1,2.30342,100.44,0.783302068
COc1ccc(C(C)NC(=O)CCc2nc(C(C)C)no2)c(O)c1,O=C(CCc1ncno1)NCc1ccccc1,2.7172,97.48,0.808337445
N#Cc1ccc(NC(=O)NCc2nc3ccccc3o2)cc1,O=C(NCc1nc2ccccc2o1)Nc1ccccc1,3.02118,90.95,0.775887572
CC(=O)Nc1ccc(NC(=O)c2ccc(NC(C)=O)cc2)cc1,O=C(Nc1ccccc1)c1ccccc1,2.8557,87.3,0.811067445
CC(=O)Nc1ccc(O)c(C(=O)Nc2ccc3c(c2)OCO3)c1,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1,2.3316,96.89,0.755543121
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCCC#N)cc2)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,2.4393,99.06,0.786951053
O=C(NCc1noc(-c2ccco2)n1)Nc1cccc(F)c1,O=C(NCc1noc(-c2ccco2)n1)Nc1ccccc1,2.7904,93.19,0.772633158
COc1ccccc1NC(=O)CNC(=O)Nc1ccc(C#N)cc1F,O=C(CNC(=O)Nc1ccccc1)Nc1ccccc1,2.46618,103.25,0.776340889
COC(=O)c1cccc(NC(=O)CNc2ccc(C#N)c(C)c2)c1OC,O=C(CNc1ccccc1)Nc1ccccc1,2.7125,100.45,0.774618069
CCOC(=O)c1sc(NC(=O)c2cc(C(C)C)no2)nc1C,O=C(Nc1nccs1)c1ccno1,2.99192,94.32,0.850028528
COC(=O)c1c(NC(=O)c2cc(C)c(C)o2)oc(C)cc1=O,O=C(Nc1cc(=O)cco1)c1ccco1,2.19696,98.75,0.872700578
CC(=O)Nc1cccc(C(=O)Nc2ccccc2OCC(N)=O)c1C,O=C(Nc1ccccc1)c1ccccc1,2.06982,110.52,0.746667954
C=C(C)CNC(=O)c1snc(-c2ccc(C#N)cc2)c1N,c1ccc(-c2ccsn2)cc1,2.56988,91.8,0.848503903
Cc1cc(NC(=O)c2nonc2-c2ccccc2C)no1,O=C(Nc1ccon1)c1nonc1-c1ccccc1,2.59374,94.05,0.794006897
CCCn1nnnc1Nc1nonc1C=Cc1ccccc1Cl,C(=Cc1nonc1Nc1nnn[nH]1)c1ccccc1,3.0335,94.55,0.741289314
CCC(CC)c1nnc(NC(=O)CSc2nnc(C)o2)s1,O=C(CSc1nnco1)Nc1nncs1,2.86392,93.8,0.781313926
CCc1n[nH]c2ncc(C(=O)Nc3scc(C#N)c3C)cc12,O=C(Nc1cccs1)c1cnc2[nH]ncc2c1,3.0142,94.46,0.777011873
COc1ccc(NC(=O)Nc2sccc2N)cc1O,O=C(Nc1ccccc1)Nc1cccs1,2.6885,96.61,0.694132982
Cc1ccc(NC(=O)c2ccc(S(N)(=O)=O)cc2)cc1OC(F)F,O=C(Nc1ccccc1)c1ccccc1,2.49612,98.49,0.859769782
NC(=O)c1nc(-c2cccc(NC(=O)c3ccccc3)c2)oc1F,O=C(Nc1cccc(-c2ncco2)c1)c1ccccc1,2.8319,98.22,0.77030969
CCCCn1nnnc1SCC(=O)Nc1sccc1C#N,O=C(CSc1nnn[nH]1)Nc1cccs1,2.13718,96.49,0.784462638
CCC(=O)Nc1cccc(NC(=O)NCc2nc(C)no2)c1,O=C(NCc1ncno1)Nc1ccccc1,2.04822,109.15,0.782844099
N#Cc1ccc(NC(=O)c2nnc(Cc3ccccc3)o2)cc1,O=C(Nc1ccccc1)c1nnc(Cc2ccccc2)o1,2.78438,91.81,0.799799773
N#Cc1cc(Cl)ccc1OCC(=O)Nc1ccc(C(N)=O)cc1,O=C(COc1ccccc1)Nc1ccccc1,2.32808,105.21,0.877613657
CSc1nsc(NC(=O)c2ccc(NC(=O)NC3CC3)cc2)n1,O=C(Nc1ccc(C(=O)Nc2ncns2)cc1)NC1CC1,2.7962,96.01,0.721467161
Cc1ccc(NC(=O)c2ccc(CNC(N)=O)o2)cc1Cl,O=C(Nc1ccccc1)c1ccco1,2.66202,97.36,0.809607714
COc1ccc(C(C)=O)cc1OCC(=O)Nc1cc(C(C)C)n[nH]1,O=C(COc1ccccc1)Nc1ccn[nH]1,2.7618,93.31,0.760999452
Cc1ccc(NC(=O)CSc2nnc(C#N)s2)cc1C#N,O=C(CSc1nncs1)Nc1ccccc1,2.32068,102.46,0.868549126
CCOC(=O)c1cc(NC(=O)Nc2ccco2)ns1,O=C(Nc1ccsn1)Nc1ccco1,2.5568,93.46,0.839892548
CCc1nnc(NC(=O)c2nnn(-c3ccc(Cl)cc3)c2C)o1,O=C(Nc1nnco1)c1cn(-c2ccccc2)nn1,2.42682,98.73,0.787376376
CCOC(=O)Nc1ncnc(NC2CCCCC2)c1N,c1cc(NC2CCCCC2)ncn1,2.3718,102.16,0.781635354
COc1ccc(NC(=O)c2onc(-c3ccncc3)c2N)cc1,O=C(Nc1ccccc1)c1cc(-c2ccncc2)no1,2.5797,103.27,0.767351879
NC(=O)c1ccc(NC(=O)c2ccnc(Cl)c2Cl)o1,O=C(Nc1ccco1)c1ccncc1,2.3326,98.22,0.849785701
Cc1noc(CCC(=O)Nc2ccc(NC(=O)C(C)C)cc2)n1,O=C(CCc1ncno1)Nc1ccccc1,2.54382,97.12,0.853270238
O=C(NCc1nnc(C2CCCC2)o1)Nc1cc[nH]n1,O=C(NCc1nnc(C2CCCC2)o1)Nc1cc[nH]n1,1.772,108.73,0.788156057
Cc1noc(C)c1CNC(=O)CSc1nnc(C2CCCC2)o1,O=C(CSc1nnc(C2CCCC2)o1)NCc1cnoc1,2.74054,94.05,0.810462483
